"Author","nPapers","Rate","Multidisciplinary","BiodivCons","FieldEcology","Ecology","Macroecology"
"JnWgFAIAAAAJ&hl",6,1,0,0,0.333333333333333,0.166666666666667,0
"Rqa5UzAAAAAJ&hl",10,0.714285714285714,0,0.1,0.4,0.2,0.1
"N5ZXU38AAAAJ&hl",8,1.2,0,0,0,0,0
"8Q1FHLgAAAAJ&hl",20,10,0.1,0.4,0.2,0.8,0.5
"pNZCHSMAAAAJ&hl",15,1.83333333333333,0.4,0.2,0.133333333333333,0.333333333333333,0
"MmOD7jMAAAAJ&hl",6,2,0.333333333333333,0.166666666666667,0.333333333333333,0.5,0.166666666666667
"CLpagIoAAAAJ&hl",50,4.57142857142857,0,0.04,0.52,0.64,0.04
"n5DNILkAAAAJ&hl",14,2,0,0,0.357142857142857,0.5,0.142857142857143
"Cnm5o88AAAAJ&hl",24,2.66666666666667,0,0.0833333333333333,0.25,0.0833333333333333,0.0833333333333333
"xcjIlEYAAAAJ&hl",16,4.33333333333333,0,0.125,0.375,0.5,0
"raetS2AAAAAJ&hl",4,1,0.25,0.25,0.5,0.5,0
"vaPzmwkAAAAJ&hl",5,2,0.4,0.2,0,0.4,0
"WOQ_iC0AAAAJ&hl",11,1.4,0,0,0.545454545454545,0.0909090909090909,0
"92DDflUAAAAJ&hl",8,1,0.125,0,0,0.25,0
"FGtcfXIAAAAJ&hl",10,2,0.2,0,0.3,0.3,0
"uKs4y2EAAAAJ&hl",7,1,0,0.142857142857143,0.571428571428571,0.285714285714286,0
"2Jva2VoAAAAJ&hl",12,3.5,0,0,0.0833333333333333,0.333333333333333,0
"zJswGFcAAAAJ&hl",37,3.5,0.027027027027027,0.351351351351351,0,0.405405405405405,0.0810810810810811
"4YsQOeEAAAAJ&hl",9,3,0.111111111111111,0,0,0.444444444444444,0
"3yrSRc8AAAAJ&hl",11,1.5,0,0.272727272727273,0.272727272727273,0.454545454545455,0.272727272727273
"eos_FV4AAAAJ&hl",10,1.14285714285714,0.3,0.2,0.4,0.2,0
"o1ABpggAAAAJ&hl",10,2,0,0.1,0,0.4,0
"5GPHKbIAAAAJ&hl",14,1.8,0.0714285714285714,0.214285714285714,0.285714285714286,0.642857142857143,0.142857142857143
"Ah41w8UAAAAJ&hl",14,1.28571428571429,0.0714285714285714,0.285714285714286,0.214285714285714,0.571428571428571,0.142857142857143
"MtdVZrgAAAAJ&hl",16,6,0.375,0.25,0,0.375,0.125
"W2CdJGkAAAAJ&hl",27,4,0.185185185185185,0.592592592592593,0.037037037037037,0.481481481481481,0
"49y4BukAAAAJ&hl",19,2,0.105263157894737,0.210526315789474,0.157894736842105,0.105263157894737,0
"ac95DuYAAAAJ&hl",27,3.42857142857143,0,0.185185185185185,0.185185185185185,0.740740740740741,0.0740740740740741
"FDbO0g0AAAAJ&hl",15,2,0,0.266666666666667,0,0.666666666666667,0.0666666666666667
"cAczBzUAAAAJ&hl",8,1,0,0.25,0,0.25,0.25
"jzImCPcAAAAJ&hl",17,2.5,0.0588235294117647,0.176470588235294,0.647058823529412,0.235294117647059,0.176470588235294
"pTfaYxUAAAAJ&hl",16,3.66666666666667,0,0.0625,0.5625,0.75,0.125
"m3THHU8AAAAJ&hl",27,3.6,0.296296296296296,0.37037037037037,0,0.481481481481481,0
"I2U6L1IAAAAJ&hl",25,3.5,0,0.2,0.04,0.48,0
"zZWdgqsAAAAJ&hl",9,2.5,0,0,0.888888888888889,0.222222222222222,0
"1dCdMdEAAAAJ&hl",11,1.33333333333333,0.0909090909090909,0.181818181818182,0.181818181818182,0.454545454545455,0.181818181818182
"astBiO0AAAAJ&hl",12,2.25,0,0,0.5,0.5,0
"uPa02wYAAAAJ&hl",7,0.714285714285714,0,0.142857142857143,0.142857142857143,0.857142857142857,0
"fqUs0U8AAAAJ&hl",8,1,0,0,0.875,0.5,0
"T0XTvl4AAAAJ&hl",16,1.5,0.0625,0,0.875,0.0625,0
"MQGtPUYAAAAJ&hl",7,3,0,0,0.714285714285714,0.428571428571429,0
"D46i_aoAAAAJ&hl",16,1.28571428571429,0.125,0.0625,0.1875,0.6875,0.0625
"_cTOU2sAAAAJ&hl",3,1,0,0,0.666666666666667,0.333333333333333,0
"DNjhYVIAAAAJ&hl",11,1.5,0.0909090909090909,0,0.909090909090909,0,0
"P2ZbLo8AAAAJ&hl",18,3.5,0.111111111111111,0,0.722222222222222,0.166666666666667,0
"7f0_qj4AAAAJ&hl",7,2.5,0.142857142857143,0,0.285714285714286,0.428571428571429,0
"N-m5u1cAAAAJ&hl",18,2.66666666666667,0.111111111111111,0,0.111111111111111,0.666666666666667,0
"_r5I0TAAAAAJ&hl",20,3.2,0,0,0.2,0.1,0
"Gu4KgKoAAAAJ&hl",8,1.2,0.125,0,0.25,0.625,0
"mlC_ztAAAAAJ&hl",10,2,0,0,0.6,0.4,0.1
"srNuENwAAAAJ&hl",10,2,0.2,0.2,0.2,0.5,0
"OLH00IIAAAAJ&hl",38,6.4,0.0526315789473684,0.105263157894737,0.157894736842105,0.789473684210526,0.105263157894737
"X6F1IUkAAAAJ&hl",6,0.666666666666667,0,0.166666666666667,0.333333333333333,0.333333333333333,0
"PpIZcT4AAAAJ&hl",6,0.5,0,0.166666666666667,0.5,0.5,0
"i_Q7t-4AAAAJ&hl",14,2,0,0,0.142857142857143,0.571428571428571,0.142857142857143
"6_x8R6cAAAAJ&hl",18,2,0,0.111111111111111,0.444444444444444,0.555555555555556,0
"d6LgbGYAAAAJ&hl",15,1.16666666666667,0.0666666666666667,0,0.666666666666667,0.266666666666667,0.133333333333333
"gfm4qjgAAAAJ&hl",11,1.6,0.181818181818182,0.0909090909090909,0.545454545454545,0.272727272727273,0.0909090909090909
"xBEA6qIAAAAJ&hl",6,0.666666666666667,0.166666666666667,0.166666666666667,0.666666666666667,0.166666666666667,0
"rmVnjbYAAAAJ&hl",24,2.28571428571429,0.166666666666667,0,0.333333333333333,0.541666666666667,0
"ly7Xmm8AAAAJ&hl",6,1,0.166666666666667,0.166666666666667,0.166666666666667,0.5,0
"GaabAg8AAAAJ&hl",7,0.833333333333333,0,0,0.714285714285714,0.285714285714286,0
"sRH-El4AAAAJ&hl",5,1,0,0,0.8,0,0
"rdsng9wAAAAJ&hl",18,2.14285714285714,0.0555555555555556,0.0555555555555556,0.722222222222222,0.222222222222222,0
"pU5lskYAAAAJ&hl",11,0.833333333333333,0,0,1,0,0
"WwBiCQoAAAAJ&hl",29,3.16666666666667,0,0.0344827586206897,0.827586206896552,0.0344827586206897,0
"1E0vgTsAAAAJ&hl",6,1,0,0.166666666666667,0.666666666666667,0.333333333333333,0.166666666666667
"l3FNoE8AAAAJ&hl",62,7.6,0.161290322580645,0.0645161290322581,0.387096774193548,0.580645161290323,0.161290322580645
"9E9sU1QAAAAJ&hl",3,1,0,0,0.666666666666667,0.333333333333333,0
"BunIRaAAAAAJ&hl",14,1.42857142857143,0,0.0714285714285714,0.5,0.357142857142857,0.0714285714285714
"Ff1J-qgAAAAJ&hl",15,1.85714285714286,0.0666666666666667,0,0.6,0.133333333333333,0
"Rh1pvbsAAAAJ&hl",21,3.6,0.142857142857143,0.238095238095238,0.523809523809524,0.380952380952381,0.0476190476190476
"EAjudjwAAAAJ&hl",7,1,0.142857142857143,0.142857142857143,0.571428571428571,0.142857142857143,0.142857142857143
"t8q9_Y4AAAAJ&hl",16,1.57142857142857,0.0625,0,0.6875,0.125,0.0625
"IV20aPMAAAAJ&hl",19,2.16666666666667,0.0526315789473684,0,0.842105263157895,0.105263157894737,0.105263157894737
"h25nioQAAAAJ&hl",14,2.2,0,0,0.142857142857143,0.857142857142857,0
"513RgSEAAAAJ&hl",20,3,0,0,0.3,0.15,0
"Vccw-bUAAAAJ&hl",14,1.5,0.0714285714285714,0.285714285714286,0.214285714285714,0.571428571428571,0
"O_sMQIYAAAAJ&hl",8,0.714285714285714,0,0,0.5,0.5,0
"bhX9CdUAAAAJ&hl",14,2.2,0.214285714285714,0.142857142857143,0.285714285714286,0.428571428571429,0.357142857142857
"FicmXq4AAAAJ&hl",21,2.6,0.0952380952380952,0.238095238095238,0.0476190476190476,0.476190476190476,0.0476190476190476
"EKc73zEAAAAJ&hl",39,4.28571428571429,0.0769230769230769,0.0256410256410256,0.794871794871795,0.128205128205128,0
"X-2BjW4AAAAJ&hl",86,10.6666666666667,0.209302325581395,0.116279069767442,0.255813953488372,0.604651162790698,0
"P-j0rRcAAAAJ&hl",6,0.571428571428571,0,0.333333333333333,0.5,0.166666666666667,0.166666666666667
"S8i93z0AAAAJ&hl",8,0.5,0.125,0.125,0.375,0.625,0.125
"uTONo4MAAAAJ&hl",14,1.42857142857143,0.142857142857143,0,0.714285714285714,0.285714285714286,0
"itAB5aUAAAAJ&hl",4,1,0,0,1,0,0
"cEsR0YkAAAAJ&hl",11,1.33333333333333,0,0,1,0,0
"7OaoXSMAAAAJ&hl",5,0.5,0,0,0.6,0.6,0
"lzbz6qYAAAAJ&hl",4,0.666666666666667,0,0,0.5,0.5,0
"Ky6kkn0AAAAJ&hl",10,1.5,0,0.3,0.5,0.6,0
"-QaEDE4AAAAJ&hl",30,3.66666666666667,0,0.0333333333333333,0.233333333333333,0.733333333333333,0
"asoVmH4AAAAJ&hl",27,3.42857142857143,0.0740740740740741,0,0.333333333333333,0.555555555555556,0
"5xfBCfsAAAAJ&hl",16,4,0.125,0.25,0.625,0.25,0.125
"4IXXwt8AAAAJ&hl",7,2,0,0,0.428571428571429,0.571428571428571,0
"SA2qHx4AAAAJ&hl",10,2.33333333333333,0.1,0.2,0.4,0.6,0.1
"fDbSPlIAAAAJ&hl",6,2,0.333333333333333,0,0.333333333333333,0.333333333333333,0
"piIN_XcAAAAJ&hl",8,3,0,0,1,0,0
"ydwxYWYAAAAJ&hl",5,3,0,0,0.4,0.4,0
"CE8lFmoAAAAJ&hl",36,4,0.111111111111111,0.222222222222222,0.277777777777778,0.666666666666667,0.0555555555555556
"BRbxQwwAAAAJ&hl",13,1.75,0.0769230769230769,0.153846153846154,0.307692307692308,0.615384615384615,0.230769230769231
"5knYacwAAAAJ&hl",8,0.5,0,0,0.125,0.25,0
"hjI-3ZcAAAAJ&hl",23,2.5,0,0.217391304347826,0.260869565217391,0.91304347826087,0.130434782608696
"dWO2tZoAAAAJ&hl",13,1,0.153846153846154,0,0.846153846153846,0,0
"LLgsLj0AAAAJ&hl",8,1,0.125,0,0.375,0.5,0
"WQFUrbwAAAAJ&hl",4,2,0,0,0.5,0.25,0.25
"U0y7xinjXswC&hl",14,1.5,0,0,0.571428571428571,0.428571428571429,0
"87Dtl-QAAAAJ&hl",18,2,0.0555555555555556,0.166666666666667,0.388888888888889,0.388888888888889,0.166666666666667
"FnOtgcoAAAAJ&hl",3,1,0,0,0.333333333333333,0.666666666666667,0
"yMQ_-PIAAAAJ&hl",7,1,0.285714285714286,0,0.571428571428571,0.142857142857143,0
"EVFKICsAAAAJ&hl",5,1,0,0,0.2,0.8,0.2
"9s5kj5EAAAAJ&hl",6,1.33333333333333,0,0,0.333333333333333,0.666666666666667,0
"UFsfuyIAAAAJ&hl",9,1.4,0,0.333333333333333,0.222222222222222,0.555555555555556,0.222222222222222
"JJss97gAAAAJ&hl",15,2.16666666666667,0.133333333333333,0.266666666666667,0.266666666666667,0.733333333333333,0.0666666666666667
"YpgxmDMAAAAJ&hl",18,3,0.222222222222222,0,0,0.222222222222222,0
"rIvv1IMAAAAJ&hl",79,10.8,0.126582278481013,0.0253164556962025,0.40506329113924,0.518987341772152,0.0253164556962025
"8CgdoqwAAAAJ&hl",17,2.33333333333333,0.117647058823529,0,0.176470588235294,0,0
"aHNSMacAAAAJ&hl",11,1.5,0.0909090909090909,0.0909090909090909,0.272727272727273,0.363636363636364,0
"8kNkXAsAAAAJ&hl",14,3,0.142857142857143,0,0.214285714285714,0.428571428571429,0.142857142857143
"6gClY7QAAAAJ&hl",40,8,0.15,0.65,0.15,0.5,0.35
"OlrgNwUAAAAJ&hl",12,2.25,0.583333333333333,0.0833333333333333,0.0833333333333333,0,0
"NGuFCvgAAAAJ&hl",17,3,0.235294117647059,0.235294117647059,0.411764705882353,0.235294117647059,0.0588235294117647
"9RvWBRAAAAAJ&hl",6,1,0.333333333333333,0.333333333333333,0.166666666666667,0,0
"1DNv9OQAAAAJ&hl",22,2.66666666666667,0.0909090909090909,0,0.818181818181818,0.0909090909090909,0
"ml1CQZIAAAAJ&hl",10,2,0.6,0,0.1,0.1,0
"mjOPtg0AAAAJ&hl",12,2,0.166666666666667,0,0.333333333333333,0.666666666666667,0
"Q_it4zMAAAAJ&hl",10,0.857142857142857,0.1,0.1,0.8,0.1,0
"Gvx7aKQAAAAJ&hl",3,1,0,0,1,0,0
"-Rh0VOwAAAAJ&hl",20,2.14285714285714,0.25,0.15,0.35,0.65,0
"tp0KoY8AAAAJ&hl",22,6.33333333333333,0.0454545454545455,0.136363636363636,0.454545454545455,0.545454545454545,0
"L_aioUkAAAAJ&hl",15,2.25,0.0666666666666667,0.0666666666666667,0.333333333333333,0.466666666666667,0
"HTxM0sAAAAAJ&hl",6,1,0,0.333333333333333,0.5,0.833333333333333,0
"j-MbVRkAAAAJ&hl",10,3,0.3,0.1,0.2,0.3,0
"3zmmA8sAAAAJ&hl",16,4.33333333333333,0,0.125,0.375,0.3125,0
"U7PB8xQAAAAJ&hl",11,1.5,0,0.181818181818182,0.0909090909090909,0.454545454545455,0.0909090909090909
"D4_XKLEAAAAJ&hl",8,1.25,0,0.25,0.25,0.5,0
"LCNIQOMAAAAJ&hl",21,2.14285714285714,0.0476190476190476,0.238095238095238,0.19047619047619,0.476190476190476,0
"4hjyX7AAAAAJ&hl",11,2,0.0909090909090909,0.454545454545455,0.272727272727273,0.636363636363636,0
"-r5Pj5kAAAAJ&hl",18,4,0,0.277777777777778,0.611111111111111,0.222222222222222,0
"Fu5uk8AAAAAJ&hl",19,3.66666666666667,0.105263157894737,0.315789473684211,0,0.842105263157895,0.0526315789473684
"uns9S40AAAAJ&hl",26,2,0,0.115384615384615,0.307692307692308,0.346153846153846,0
"lIj52tgAAAAJ&hl",9,0.857142857142857,0,0.111111111111111,0.444444444444444,0.666666666666667,0
"cCc4YDgAAAAJ&hl",10,1.33333333333333,0.2,0.2,0.6,0.2,0
"zHtTLHUAAAAJ&hl",19,3.75,0,0.105263157894737,0.263157894736842,0.578947368421053,0.0526315789473684
"vU98yA0AAAAJ&hl",5,3,0.2,0.2,0,0.8,0
"GsL32AEAAAAJ&hl",30,4.16666666666667,0.0333333333333333,0.166666666666667,0.2,0.333333333333333,0.0333333333333333
"UMH0J-oAAAAJ&hl",13,1.66666666666667,0,0.153846153846154,0,0.538461538461538,0
"RAsUdjoAAAAJ&hl",8,2,0,0.375,0.5,0.375,0.125
"bFXr7pwAAAAJ&hl",5,1.5,0.2,0.2,0.2,0.6,0
"vIE5rNUAAAAJ&hl",8,1.33333333333333,0.125,0.375,0,0.875,0.125
"uZWcjmoAAAAJ&hl",54,7.33333333333333,0,0.037037037037037,0.407407407407407,0.259259259259259,0
"cga5rKIAAAAJ&hl",4,2,0,1,0,0.25,0
"PrtqQ0QAAAAJ&hl",20,3,0,0.2,0.3,0.8,0
"WorA0p0AAAAJ&hl",12,1.4,0,0.333333333333333,0.25,0.916666666666667,0.166666666666667
"FLaNnvUAAAAJ&hl",29,3.66666666666667,0.0344827586206897,0.310344827586207,0.275862068965517,0.517241379310345,0
"JKJSIPsAAAAJ&hl",22,2.83333333333333,0.0454545454545455,0.0909090909090909,0.636363636363636,0.318181818181818,0
"x6wXzFwAAAAJ&hl",25,2.85714285714286,0.04,0.04,0.2,0.6,0
"bv0ezf0AAAAJ&hl",35,3.28571428571429,0.114285714285714,0.257142857142857,0.285714285714286,0.685714285714286,0.0571428571428571
"_Vu6QVAAAAAJ&hl",15,1.83333333333333,0,0.333333333333333,0.4,0.6,0
"QABfydYAAAAJ&hl",8,1.5,0.125,0.625,0.125,0.75,0
"3p6VGlAAAAAJ&hl",3,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0
"NehKoGsAAAAJ&hl",15,2,0.0666666666666667,0.2,0.4,0.666666666666667,0.2
"SuUu81gAAAAJ&hl",10,1.75,0.2,0.1,0.3,0,0
"lQ3gpD4AAAAJ&hl",12,1.42857142857143,0.0833333333333333,0,0.583333333333333,0.583333333333333,0
"laaSxFYAAAAJ&hl",6,2,0,0,0.333333333333333,0.666666666666667,0
"VeOKbuwAAAAJ&hl",11,1.8,0.181818181818182,0,0,0.818181818181818,0
"HbrGYr8AAAAJ&hl",18,4,0,0,0.333333333333333,0.777777777777778,0
"vVpUZMIAAAAJ&hl",19,2.42857142857143,0,0,0.684210526315789,0.736842105263158,0
"VRfbelcAAAAJ&hl",6,2,0.166666666666667,0,0,0.666666666666667,0
"glYpUh8AAAAJ&hl",4,2,0.25,0,0.25,0.5,0
"ZQe4TjcAAAAJ&hl",24,3,0.0416666666666667,0.291666666666667,0.125,0.708333333333333,0.208333333333333
"v0Q_fncAAAAJ&hl",12,1.75,0,0,0,0.583333333333333,0
"aSpMYaYAAAAJ&hl",10,1.33333333333333,0.2,0.2,0,0.8,0.2
"jH1l1boAAAAJ&hl",16,2.25,0.0625,0.0625,0.125,0.75,0.0625
"DqIXZuIAAAAJ&hl",20,2.16666666666667,0.05,0.1,0.1,0.9,0.05
"HNbHGw8AAAAJ&hl",9,1.33333333333333,0,0.111111111111111,0.666666666666667,0.555555555555556,0
"sAdd2OMAAAAJ&hl",23,3,0.130434782608696,0.0434782608695652,0.0869565217391304,0.608695652173913,0
"6QO0Q0cAAAAJ&hl",16,2.6,0.0625,0.125,0.0625,0.9375,0
"g1c5GAIAAAAJ&hl",10,1,0,0.3,0.5,0.4,0
"JN-xPzsAAAAJ&hl",13,2,0,0.230769230769231,0.384615384615385,0.923076923076923,0
"3k-wR-kAAAAJ&hl",19,2.33333333333333,0.157894736842105,0.0526315789473684,0.315789473684211,0.578947368421053,0
"5YZ2LdoAAAAJ&hl",5,2,0,0,0.4,0.6,0
"zmZUHQEAAAAJ&hl",16,2.6,0,0,0.0625,0.5625,0
"DF0i3-cAAAAJ&hl",27,3,0.0740740740740741,0.111111111111111,0.259259259259259,0.62962962962963,0.0740740740740741
"VylkhkQAAAAJ&hl",5,1,0,0.2,0.4,1,0
"zbdGhUoAAAAJ&hl",17,2,0.176470588235294,0,0.294117647058824,0.529411764705882,0
"ru_ah2gAAAAJ&hl",14,1.66666666666667,0,0.142857142857143,0.214285714285714,0.928571428571429,0
"s4A2oD4AAAAJ&hl",10,1.5,0.3,0.3,0.2,0.6,0.1
"IHHk2j8AAAAJ&hl",10,4,0,0,0.6,0.4,0
"jw9NSLYAAAAJ&hl",19,2,0.105263157894737,0,0.421052631578947,0.736842105263158,0
"Tmk8WMYAAAAJ&hl",5,1,0.2,0,0,0.6,0
"6D4V84oAAAAJ&hl",17,2.14285714285714,0.235294117647059,0,0.176470588235294,0.529411764705882,0
"TrCBfdEAAAAJ&hl",8,1,0,0,0.125,1,0
"uzSgKsAAAAAJ&hl",13,1.33333333333333,0.0769230769230769,0,0.384615384615385,0.538461538461538,0
"uSAvVq8AAAAJ&hl",13,2,0.0769230769230769,0.153846153846154,0.230769230769231,0.769230769230769,0
"tFHNsoAAAAAJ&hl",29,5.75,0.0689655172413793,0.0689655172413793,0.344827586206897,0.586206896551724,0.0689655172413793
"SkGGuX0AAAAJ&hl",15,1.83333333333333,0.2,0,0,0.666666666666667,0
"mxS1rJoAAAAJ&hl",23,3.2,0.173913043478261,0,0.217391304347826,0.478260869565217,0
"9-rUhp0AAAAJ&hl",27,3.83333333333333,0.148148148148148,0,0.37037037037037,0.481481481481481,0
"syZcRdgAAAAJ&hl",66,7.71428571428571,0.0606060606060606,0.0303030303030303,0.242424242424242,0.727272727272727,0.0303030303030303
"ryyIEucAAAAJ&hl",89,10.5714285714286,0.0449438202247191,0.0112359550561798,0.606741573033708,0.528089887640449,0
"s6tytIMAAAAJ&hl",11,1,0.0909090909090909,0,0.272727272727273,0.545454545454545,0
"BxKnJwsAAAAJ&hl",8,3,0.125,0,0,0.875,0
"I18b4BYAAAAJ&hl",24,2.28571428571429,0.166666666666667,0.125,0.125,0.708333333333333,0
"SWtTXP4AAAAJ&hl",31,3.42857142857143,0.129032258064516,0.193548387096774,0.419354838709677,0.548387096774194,0.0967741935483871
"7POnELAAAAAJ&hl",23,4.5,0.173913043478261,0.173913043478261,0.0869565217391304,0.739130434782609,0.0869565217391304
"6NsSMR4AAAAJ&hl",12,2,0,0.0833333333333333,0.75,0.0833333333333333,0
"WuxV5YIAAAAJ&hl",5,1,0,0,0.2,0.8,0
"qvkAKlsAAAAJ&hl",12,1.75,0.0833333333333333,0,0.166666666666667,0.75,0.0833333333333333
"TjdpbicAAAAJ&hl",9,1.16666666666667,0,0.111111111111111,0.111111111111111,0.666666666666667,0
"lPORg2wAAAAJ&hl",16,3,0.0625,0.0625,0.5625,0.3125,0
"2SAsX7oAAAAJ&hl",10,2,0,0.3,0.2,0.8,0
"i3F3Q2UAAAAJ&hl",13,2.25,0.0769230769230769,0,0.153846153846154,0.769230769230769,0.0769230769230769
"wuVKFgYAAAAJ&hl",13,1.4,0,0.230769230769231,0.538461538461538,0.461538461538462,0
"CQ_6m_oAAAAJ&hl",9,1.2,0.111111111111111,0,0,0.888888888888889,0
"E9vG0JoAAAAJ&hl",17,2.5,0.117647058823529,0.117647058823529,0.117647058823529,0.705882352941177,0.0588235294117647
"0_Yh5_gAAAAJ&hl",14,1.42857142857143,0.0714285714285714,0.142857142857143,0.357142857142857,0.714285714285714,0.0714285714285714
"LEcBhAMAAAAJ&hl",24,2.71428571428571,0.166666666666667,0.0833333333333333,0.333333333333333,0.541666666666667,0.0416666666666667
"4YCAAPYAAAAJ&hl",26,3.33333333333333,0.0769230769230769,0,0.307692307692308,0.615384615384615,0
"jHD4R20AAAAJ&hl",7,1.5,0,0,0.285714285714286,0.857142857142857,0
"OwvyDMIAAAAJ&hl",5,1,0,0,0.4,0.6,0
"nIZTD24AAAAJ&hl",6,0.75,0,0,0.166666666666667,0.5,0
"OEzRNokAAAAJ&hl",27,2.6,0.111111111111111,0,0.148148148148148,0.740740740740741,0
"QyAb3wgAAAAJ&hl",7,1.5,0.285714285714286,0.142857142857143,0,0.571428571428571,0
"oEZdxbYAAAAJ&hl",8,2,0.375,0.125,0,0.375,0
"buWSm94AAAAJ&hl",14,3.33333333333333,0,0,0.285714285714286,1,0
"8PQeO-QAAAAJ&hl",26,4.4,0,0.230769230769231,0.384615384615385,1,0.153846153846154
"QD9uSkQAAAAJ&hl",13,2,0.0769230769230769,0.307692307692308,0,0.538461538461538,0
"FLv2ZiIAAAAJ&hl",8,3,0.125,0,0.25,0.375,0
"uN-5guoAAAAJ&hl",5,2,0,0,0.2,1,0
"qoxet6oAAAAJ&hl",12,1.14285714285714,0.166666666666667,0,0.25,0.75,0
"dKgfWqEAAAAJ&hl",10,1.4,0.1,0,0.2,0.8,0
"sS2RrvUAAAAJ&hl",14,1.57142857142857,0,0.0714285714285714,0.428571428571429,0.5,0.0714285714285714
"sC9TklcAAAAJ&hl",9,1.2,0,0.111111111111111,0.111111111111111,0.777777777777778,0.333333333333333
"7m2bmbsAAAAJ&hl",9,0.857142857142857,0,0,0.333333333333333,0.555555555555556,0
"zk0i0loAAAAJ&hl",9,1.25,0.333333333333333,0,0.222222222222222,0.444444444444444,0
"mU_2t8QAAAAJ&hl",4,1,0,0,0.5,0.75,0
"Y4jY3iQAAAAJ&hl",34,4,0.176470588235294,0.0588235294117647,0.294117647058824,0.705882352941177,0.176470588235294
"NU6KQtAAAAAJ&hl",9,1.5,0,0,0.222222222222222,0.777777777777778,0
"EWScXqYAAAAJ&hl",26,3.6,0,0.0384615384615385,0.307692307692308,0.769230769230769,0
"0xR66jwAAAAJ&hl",17,2,0,0,0.117647058823529,0.705882352941177,0.0588235294117647
"0q2bJZMAAAAJ&hl",31,3.83333333333333,0.129032258064516,0.290322580645161,0.258064516129032,0.548387096774194,0
"2DJfrZIAAAAJ&hl",10,3,0.4,0.1,0.4,0.2,0.1
"gjcjiR4AAAAJ&hl",5,1,0.2,0.2,0.4,0.6,0.2
"H0oiHTAAAAAJ&hl",5,0.4,0,0,0.4,0.8,0
"uhFKfVcAAAAJ&hl",5,0.666666666666667,0,0,0.4,0.6,0
"fx36kt0AAAAJ&hl",9,1,0.111111111111111,0,0.444444444444444,0.555555555555556,0
"DUYWzu4AAAAJ&hl",15,1.57142857142857,0.2,0,0.2,0.666666666666667,0
"hlFtUQMAAAAJ&hl",10,1.33333333333333,0,0,0.2,0.7,0
"ILGpSpIAAAAJ&hl",11,2.33333333333333,0.272727272727273,0,0,0.727272727272727,0
"2rMImAgAAAAJ&hl",11,1.33333333333333,0,0.181818181818182,0.363636363636364,0.636363636363636,0.0909090909090909
"7l5UAp4AAAAJ&hl",20,3,0,0,0.4,0.5,0
"CpnsBPUAAAAJ&hl",7,1.5,0,0,0,1,0
"yy-mleoAAAAJ&hl",14,1.8,0,0,0.5,0.785714285714286,0
"-nEtlscAAAAJ&hl",4,1,0,0,0,0.75,0
"8B_DRkcAAAAJ&hl",20,2.83333333333333,0.1,0.4,0.35,0.5,0
"3AqB3vQAAAAJ&hl",9,1.33333333333333,0.222222222222222,0.111111111111111,0,0.222222222222222,0
"Lv3NoSUAAAAJ&hl",4,2,0,0.25,0,1,0
"jujBLzcAAAAJ&hl",10,1,0,0,0.3,0.8,0
"RdTeP-0AAAAJ&hl",4,0.5,0,0,0.25,0.75,0
"QGPaeccAAAAJ&hl",24,3,0.25,0,0,0.75,0.166666666666667
"YdGZIJcAAAAJ&hl",15,1.66666666666667,0,0,0,1,0
"--LavXwAAAAJ&hl",25,3.33333333333333,0.08,0.2,0.24,0.76,0.12
"VXdz0mgAAAAJ&hl",32,3.71428571428571,0.15625,0,0.53125,0.6875,0
"nuG6wX4AAAAJ&hl",7,1,0,0.142857142857143,0.571428571428571,0.571428571428571,0
"4o0rUEoAAAAJ&hl",19,3,0.105263157894737,0,0.368421052631579,0.789473684210526,0
"gzk6yx4AAAAJ&hl",12,1.75,0.166666666666667,0,0.583333333333333,0.333333333333333,0
"gZ3vBTAAAAAJ&hl",10,1.33333333333333,0,0,0.1,1,0
"xnfkrDgAAAAJ&hl",6,1,0,0.166666666666667,0.166666666666667,0.666666666666667,0
"GXwqnUwAAAAJ&hl",17,2,0.0588235294117647,0.117647058823529,0.235294117647059,0.647058823529412,0
"oEmm1CMAAAAJ&hl",15,1.66666666666667,0,0.266666666666667,0.0666666666666667,0.866666666666667,0.2
"9a1781wAAAAJ&hl",4,1,0,0,0.75,0.5,0
"ZqTie5sAAAAJ&hl",24,2.66666666666667,0.291666666666667,0,0.291666666666667,0.5,0
"Qa3KoBgAAAAJ&hl",16,1.83333333333333,0.0625,0.125,0,0.8125,0.4375
"vhpEhSwAAAAJ&hl",18,1.6,0,0,0.555555555555556,0.555555555555556,0
"b3cM_e4AAAAJ&hl",7,2,0,0,0.714285714285714,0.714285714285714,0
"S10_OzUAAAAJ&hl",6,2,0,0,0,0.833333333333333,0
"O26BpgYAAAAJ&hl",7,0.833333333333333,0.142857142857143,0.142857142857143,0,0.857142857142857,0.142857142857143
"tt1oyyEAAAAJ&hl",27,4.6,0.185185185185185,0.111111111111111,0.037037037037037,0.740740740740741,0
"TvcwWDIAAAAJ&hl",10,2.33333333333333,0.3,0.1,0,0.7,0.1
"iHpSPB0AAAAJ&hl",22,4,0,0,0.181818181818182,0.818181818181818,0
"NuhMuY0AAAAJ&hl",21,2.33333333333333,0.380952380952381,0,0,0.380952380952381,0
"FNjP0G4AAAAJ&hl",10,1.25,0.1,0.1,0,0.9,0
